geolocation_zip_code_prefix,geolocation_state,geolocation_lng,geolocation_lat
13260,SP,-46.793434706878294,-22.875938478414557
13270,SP,-47.00268239234955,-22.975458140722314
13271,SP,-47.01224083195557,-22.97277234041519
13272,SP,-47.00199555891176,-22.95160188753168
13273,SP,-46.97742204543267,-22.947210194441976
13274,SP,-46.97884176166376,-22.96600110470843
13275,SP,-46.98526687545999,-22.98031162983633
13276,SP,-46.99537068151859,-22.979943849640843
13277,SP,-46.99726284808287,-22.990617033363584
13278,SP,-47.016554799377566,-23.00020257591201
13279,SP,-47.018066493164845,-23.009535593925207
13280,SP,-46.981116767869366,-23.03147727948153
13281,SP,-46.462087817094016,-23.169278439820463
13282,SP,-46.907491985129994,-23.067532667584878
13283,SP,-46.977116911228286,-23.037366840073478
13284,SP,-46.98122363680282,-23.034454768574385
13285,SP,-47.00577338179383,-23.035543387492346
13286,SP,-47.02186754664374,-23.048490876889115
13287,SP,-46.989331530978724,-23.051345733230985
13288,SP,-47.00126317491513,-23.070228628936572
13289,SP,-46.97978203613953,-23.040252315552845
13290,SP,-46.95954096067056,-23.08550507419915
13295,SP,-47.05406044642659,-23.15730622830591
13300,SP,-47.29944428743784,-23.265813207764527
13301,SP,-47.29782024690446,-23.255214180621863
13302,SP,-47.274464314471615,-23.265113993088146
13304,SP,-47.27700912423855,-23.275224884481876
13305,SP,-47.25550390409963,-23.28521272523395
13306,SP,-47.28094663612593,-23.287263507717274
13308,SP,-47.33848581443807,-23.3853839463372
13309,SP,-47.29437377283496,-23.281596661742267
13310,SP,-47.30712533216185,-23.275310701223678
13311,SP,-47.31557122150695,-23.262942394092214
13312,SP,-47.34420030660242,-23.25897417592523
13313,SP,-47.31563631288282,-23.247932027442513
13315,SP,-47.0846305931781,-23.272925280139958
13318,SP,-46.29752132500832,-23.2831637647373
13319,SP,-47.0565400118141,-23.28867817281418
13320,SP,-47.295866446946924,-23.202746267669983
13321,SP,-47.290258033420066,-23.191964626452798
13322,SP,-47.27530969607761,-23.192903749104516
13323,SP,-47.27159350089575,-23.216315286771447
13324,SP,-47.309228892238536,-23.209471278916478
13326,SP,-47.30970632261705,-23.19350547115315
13327,SP,-47.31338383666045,-23.179531489945607
13328,SP,-47.33865064197116,-23.175066042459644
13329,SP,-47.30420373598743,-23.16195430694798
13330,SP,-47.21688683643498,-23.0863391564841
13331,SP,-47.226835523578636,-23.074269544490605
13332,SP,-47.21804642138666,-23.05753412468932
13333,SP,-47.21005965359054,-23.073328740576883
13334,SP,-47.20343252782786,-23.082208154800973
13335,SP,-47.19699724754163,-23.075522001840213
13336,SP,-47.188515755072586,-23.062085819088384
13337,SP,-47.1686069990525,-23.06185340896599
13338,SP,-47.19267768262214,-23.088882070890165
13339,SP,-47.20086129070291,-23.092115290171787
13340,SP,-47.18299469206071,-23.098378596236117
13341,SP,-47.1664214850952,-23.121257509071935
13342,SP,-47.18411391559099,-23.132701429408453
13343,SP,-47.2069414225915,-23.100489182783278
13344,SP,-47.21535244981554,-23.106392237874648
13345,SP,-47.222378160361714,-23.10225857673757
13346,SP,-47.22778675742879,-23.117971321642283
13347,SP,-47.227975141375694,-23.134112877805087
13348,SP,-47.23782654156258,-23.116399349149923
13349,SP,-47.248727687179695,-23.116824436901307
13350,SP,-47.37164861406023,-23.040633329662644
13355,SP,-38.4808818461084,-12.99385222547416
13360,SP,-47.505725105505064,-22.997483794858958
13370,SP,-47.5287510906979,-23.017863885236956
13375,SP,-46.02311914850127,-20.56936647541443
13380,SP,-47.312537141740734,-22.785778889541046
13381,SP,-47.32591335692825,-22.801455426942493
13382,SP,-47.30746366559665,-22.800422818214695
13385,SP,-47.29384174508786,-22.79108894458042
13386,SP,-47.302615013490154,-22.803511012903027
13387,SP,-47.28318210696585,-22.777256055092117
13388,SP,-47.26255686148491,-22.766837785472692
13389,SP,-47.226612971490795,-22.76428975859273
13390,SP,-47.60705361138728,-22.842321876787764
13400,SP,-47.651635811139556,-22.72591927501642
13401,SP,-47.65917249272996,-22.752482799036017
13402,SP,-47.67199285331236,-22.7482791791705
13403,SP,-47.672897830228365,-22.723826526212957
13405,SP,-47.664700852471455,-22.708702100662567
13406,SP,-47.70472147918883,-22.681854080965383
13408,SP,-47.69572533972834,-22.67206791185116
13409,SP,-47.707706861260746,-22.677027534705967
13411,SP,-47.68745994590649,-22.670100311395657
13412,SP,-47.662111832661616,-22.682286408835736
13413,SP,-47.60857710455389,-22.67005207442684
13414,SP,-47.640952768102984,-22.691518954467206
13415,SP,-47.59475322169452,-22.706970558711525
13416,SP,-47.64018826320613,-22.71690158165374
13417,SP,-47.63618969875937,-22.73987798156068
13418,SP,-47.630333420285545,-22.725079692431567
13419,SP,-47.6411480898057,-22.729029230512737
13420,SP,-47.61839862005819,-22.73595274251212
13421,SP,-47.597279910981115,-22.769761724280997
13422,SP,-47.60243087899415,-22.750239757060193
13423,SP,-47.5923053059093,-22.757692968580447
13424,SP,-47.64546148891776,-22.749481886689026
13425,SP,-47.620841411360644,-22.75455659447897
13426,SP,-47.628370056992935,-22.76287427435325
13427,SP,-47.574634735332424,-22.742950313410162
13428,SP,-47.55711834788916,-22.73449702243286
13432,SP,-47.772230748330024,-22.676147267600527
13433,SP,-47.60996992951116,-22.56971348681403
13440,SP,-47.6774259881999,-22.84516995720277
13450,SP,-47.41705497247527,-22.757882920125365
13451,SP,-47.42043526753408,-22.74505018345025
13452,SP,-47.4093459022908,-22.73098895310133
13453,SP,-47.3993689803177,-22.73506396921331
13454,SP,-47.37582085471676,-22.74060229553914
13455,SP,-47.368069249056276,-22.726492189390754
13456,SP,-47.37609423222235,-22.75709691277636
13457,SP,-47.38550081126994,-22.767878146745
13458,SP,-47.40596575462711,-22.77339791492674
13459,SP,-47.487778813187404,-22.736020127220257
13460,SP,-47.295187414369096,-22.78503597435333
13465,SP,-47.33699738819053,-22.74373907712192
13466,SP,-47.32701632231296,-22.75345124407542
13467,SP,-47.339790488872616,-22.769601469495434
13468,SP,-47.34940396715031,-22.754937621777128
13469,SP,-47.35620012960916,-22.729530227308835
13470,SP,-47.3546265821342,-22.71737712510739
13471,SP,-47.337254625787715,-22.726194334553124
13472,SP,-47.3164545822884,-22.72595185576499
13473,SP,-47.307236879847224,-22.72062533010144
13474,SP,-47.2942847510832,-22.705059493303754
13475,SP,-47.2784470613849,-22.720384808067173
13476,SP,-47.24223035710892,-22.74294782078503
13477,SP,-47.30046810994614,-22.73738877505413
13478,SP,-47.31203571315088,-22.7436469198625
13479,SP,-47.2869273225229,-22.758026433771725
13480,SP,-47.40309520372462,-22.570721481502535
13481,SP,-47.40712858731964,-22.600004259281896
13482,SP,-47.42866004567683,-22.579985822110903
13483,SP,-47.44649444065285,-22.560755022881633
13484,SP,-47.42206037839757,-22.555991404059693
13485,SP,-47.39100328311059,-22.54568085822919
13486,SP,-47.38380603235934,-22.565964761592497
13487,SP,-47.37638610949688,-22.583825650676165
13490,SP,-47.459958340316014,-22.481763564480133
13495,SP,-47.514344852283166,-22.586590147687158
13500,SP,-47.563680414821135,-22.40895214371238
13501,SP,-47.560436700322384,-22.425778361057304
13502,SP,-47.58035618624017,-22.436043436888557
13503,SP,-47.57929587700935,-22.412926935778415
13504,SP,-47.57768122006809,-22.392136581834077
13505,SP,-47.565194684429564,-22.37849011300643
13506,SP,-47.548511125728616,-22.391765540585514
13507,SP,-47.554698081077774,-22.41492896707656
13508,SP,-47.57096343796528,-22.411489567314835
13509,SP,-47.5711571008997,-22.421292873991767
13510,SP,-47.534630057614194,-22.453204812282447
13515,SP,-47.77588446279597,-22.511338452260038
13520,SP,-47.90659642198052,-22.55124525869923
13525,SP,-47.871430213488246,-22.60248155257249
13530,SP,-47.81543112451409,-22.252002596014556
13537,SP,-47.71283656626595,-22.43550648890719
13540,SP,-47.62297285810801,-22.228275512140172
13550,SP,-47.66233977037924,-22.12448307795461
13560,SP,-47.89018108556098,-22.015004364801605
13561,SP,-47.90841744167092,-22.01445177696217
13562,SP,-47.91473642219969,-22.004957566185027
13563,SP,-47.92561804201331,-21.986829403421467
13564,SP,-47.900956746048266,-21.996127081910245
13565,SP,-47.894128067677954,-21.9727792732171
13566,SP,-47.88750366919187,-21.999484484661423
13567,SP,-47.87040257247772,-22.00697741180935
13568,SP,-47.85621631942498,-22.005220870242518
13569,SP,-47.87457058864055,-22.016927097859043
13570,SP,-47.87949202618185,-22.030322642781435
13571,SP,-47.867845806085136,-22.03177499552465
13572,SP,-47.89210005292582,-22.042499291135222
13573,SP,-47.90246169158984,-22.060051378354107
13574,SP,-47.900721880222925,-22.027570000897718
13575,SP,-47.908924834284264,-22.033506163362237
13578,SP,-47.89098450000001,-21.893562
13579,SP,-46.82823838566812,-22.43621639690722
13580,SP,-48.220362384178166,-22.081623849526718
13590,SP,-48.314428984681655,-22.111603906846536
13600,SP,-47.384915976643846,-22.355359127465096
13601,SP,-47.38887462828356,-22.37006124500208
13602,SP,-47.394984516372936,-22.36459021058877
13603,SP,-47.40075340499851,-22.349908077989376
13604,SP,-47.38116671311143,-22.33625019177183
13605,SP,-47.36901614515177,-22.34640471097112
13606,SP,-47.33509488865542,-22.35406719356518
13607,SP,-47.362793483002676,-22.36916997475874
13608,SP,-47.32474977930578,-22.35605528854832
13609,SP,-47.379882475922344,-22.379486304301004
13610,SP,-47.3882021922868,-22.189204087033968
13611,SP,-47.378202675173,-22.19488462906675
13612,SP,-47.40469923841378,-22.193600042478145
13613,SP,-47.404266712265496,-22.181647599313436
13614,SP,-47.3937412789224,-22.1763071967343
13615,SP,-47.38124121380083,-22.168515567707704
13616,SP,-47.373421669583486,-22.173198534114963
13617,SP,-47.37119724771056,-22.187062086757393
13625,SP,-47.45460184390611,-22.138587299018713
13630,SP,-47.42819522253257,-21.994466598287346
13631,SP,-47.42398672830743,-22.016230021078254
13632,SP,-47.41515436456504,-22.01327199468417
13633,SP,-47.430647021979276,-22.01870996108974
13634,SP,-47.436898021563835,-22.0011339002499
13635,SP,-47.427078505542234,-21.974027665543204
13636,SP,-47.41585136240993,-21.99020007060543
13638,SP,-47.414376365467575,-21.984978865128195
13640,SP,-47.367170913183365,-21.945131376653986
13641,SP,-47.3698129495408,-21.931770844716947
13643,SP,-47.372124462524155,-21.95405229655631
13650,SP,-47.24871819241543,-21.82656001816575
13660,SP,-47.4781017581213,-21.866032425983516
13670,SP,-47.48280676309556,-21.703553428587647
13690,SP,-47.6195840295051,-21.908634153727803
13700,SP,-47.07232828087684,-21.789190389997472
13705,SP,-47.03750077008999,-21.89303659852182
13707,SP,-47.11780277213674,-21.94854676332669
13710,SP,-47.276353860301036,-21.703495030535553
13715,SP,-46.97227007969109,-21.73310246168377
13720,SP,-46.94775856933444,-21.582987429934313
13730,SP,-47.00530729612842,-21.466660105003786
13731,SP,-47.018006347621714,-21.46463795262325
13732,SP,-47.01412697783054,-21.456483739305426
13733,SP,-47.00587428230458,-21.456753030411576
13734,SP,-47.002699005163514,-21.459379793331042
13735,SP,-46.997082093249304,-21.47289191086977
13736,SP,-47.00538902817873,-21.48198598103537
13737,SP,-47.00866163574215,-21.4875586300279
13738,SP,-47.01274534087039,-21.474139587168356
13739,SP,-47.033503812652725,-21.471838678175775
13750,SP,-46.81085210024648,-21.408730178308318
13755,SP,-47.02897175859506,-21.32059643427229
13760,SP,-46.74849920183369,-21.472495940036872
13770,SP,-46.64505089436829,-21.528683722343338
13780,SP,-46.73662296127121,-21.661406822890473
13790,SP,-46.82083536657486,-21.710870954893334
13800,SP,-46.96545705034646,-22.43724449758527
13801,SP,-46.952188251866374,-22.438585382264673
13802,SP,-46.93652617736022,-22.436899908376112
13803,SP,-46.97495192099507,-22.461559601994644
13804,SP,-46.97215110400454,-22.5061660887632
13805,SP,-46.97789790086698,-22.405907981232833
13806,SP,-46.96800110638154,-22.420002291515978
13807,SP,-46.95544666295389,-22.409495973729328
13808,SP,-46.94277716745162,-22.447055707474817
13817,SP,-46.95499002254033,-22.52212221241087
13820,SP,-46.98287754029338,-22.69294884489288
13822,SP,-46.98827264501702,-22.705482111575957
13825,SP,-47.05260391223774,-22.633046009436132
13830,SP,-46.920447238133505,-22.60561843199777
13835,SP,-47.1683209783616,-22.338398569332117
13840,SP,-46.93816713358193,-22.366040649505827
13841,SP,-46.92438594468527,-22.364963223378926
13842,SP,-46.92635049383281,-22.384819483042275
13843,SP,-46.93598735087051,-22.383407730307617
13844,SP,-46.947926542619655,-22.38343651404282
13845,SP,-46.9512633640901,-22.356314123198462
13846,SP,-46.94968396481364,-22.33277427705416
13847,SP,-46.941155690979315,-22.350097224332373
13848,SP,-46.924309679539405,-22.33978411439518
13849,SP,-46.978455345735895,-22.261000077023454
13855,SP,-47.12036174022281,-22.291319311130906
13857,SP,-46.952843895583676,-22.274617698782976
13860,SP,-46.97611915060669,-22.056968661722404
13870,SP,-46.79459474749641,-21.973167687922786
13871,SP,-46.80056800368527,-21.980920396602148
13872,SP,-46.80681381631854,-21.987861786794333
13873,SP,-46.79863412919674,-21.95505615605571
13874,SP,-46.77471622896682,-21.969838473441065
13875,SP,-46.77783407212743,-21.98344246281804
13876,SP,-46.782939036620526,-21.995959859554986
13877,SP,-46.81870813169402,-22.00465913046578
13879,SP,-46.86360870560121,-21.88908
13880,SP,-46.89918572591992,-21.834918641034367
13890,SP,-46.71391248489887,-21.94008777133928
13895,SP,-46.743967446919655,-21.836587125897502
13900,SP,-46.766321367772875,-22.703127966651635
13901,SP,-46.77331904709085,-22.700250708178448
13902,SP,-46.75225411609291,-22.704024500994922
13903,SP,-46.76612661301402,-22.71386092511667
13904,SP,-46.778039302430166,-22.716115971598075
13905,SP,-46.80139536275989,-22.710900736908858
13908,SP,-46.844150475904215,-22.721605279768422
13909,SP,-46.72140143614964,-22.697794442961207
13910,SP,-46.84649616728969,-22.698918169851417
13911,SP,-46.98829332697691,-22.70112532819454
13912,SP,-46.983325913689576,-22.687275506720226
13913,SP,-46.95662466968897,-22.67126133696353
13914,SP,-46.98135873452901,-22.677539693695497
13915,SP,-46.988404289808564,-22.696409601746613
13916,SP,-46.99670889365209,-22.68465576168971
13917,SP,-47.00691982764248,-22.696945778250296
13918,SP,-46.99858183476888,-22.701139778024537
13919,SP,-46.98672304082001,-22.709362459009057
13920,SP,-46.896753691339335,-22.74032548616481
13930,SP,-46.709593428612386,-22.614621137795265
13940,SP,-46.61937324894832,-22.477153463969263
13950,SP,-46.64639741174917,-22.52341229265341
13960,SP,-46.50720671996104,-22.596373040143575
13970,SP,-46.82117857619129,-22.438586857786028
13971,SP,-46.82169871842941,-22.420274856978377
13972,SP,-46.81436237994546,-22.432932956159277
13973,SP,-46.804423016252535,-22.450686016642102
13974,SP,-46.828876395047814,-22.437809628313715
13975,SP,-46.84110516503762,-22.434090319502626
13976,SP,-46.83237363814914,-22.423670477262608
13977,SP,-46.83664772084037,-22.446902718850183
13986,SP,-46.746542723742934,-22.385054284853233
13988,SP,-46.72333618841495,-22.329592462250922
13990,SP,-46.75319181794205,-22.193296313700355
13995,SP,-46.684397924054096,-22.116303660811024
14001,SP,-47.81101200874258,-21.17605528282069
14010,SP,-47.80859764825491,-21.17953956854023
14015,SP,-47.80747857476067,-21.181218575214736
14020,SP,-47.80236637602176,-21.201064692224882
14021,SP,-47.79487457172355,-21.213809752116315
14022,SP,-47.787102468007,-21.229870113808598
14024,SP,-47.80819445967424,-21.215295118892477
14025,SP,-47.81519785770766,-21.193638491208656
14026,SP,-47.82160048649503,-21.214889830150028
14027,SP,-47.83104529239533,-21.223533543713224
14030,SP,-47.82938435475035,-21.188418727804688
14031,SP,-47.84481434920348,-21.20102722747161
14032,SP,-47.89014690211305,-21.18444991694181
14033,SP,-47.718839808996464,-21.185806966281014
14040,SP,-47.92878828966958,-21.22765567189718
14050,SP,-47.82369973956137,-21.1728614527507
14051,SP,-47.836924251857674,-21.164388613159677
14055,SP,-47.824920843296205,-21.15700584776457
14056,SP,-47.844068117276485,-21.143670361206613
14057,SP,-47.846432827881905,-21.132829205340816
14060,SP,-47.8148521160312,-21.140509358148126
14061,SP,-47.810365564458834,-21.124887917686177
14062,SP,-47.81920902994725,-21.11833752006477
14065,SP,-47.832311243838774,-21.1339716932665
14066,SP,-47.826886379763216,-21.126516995149434
14070,SP,-47.79081007447943,-21.112713275054016
14071,SP,-47.79937672322862,-21.11106687647655
14072,SP,-47.79866423910783,-21.088463228143567
14073,SP,-47.78511076988312,-21.095892801199817
14075,SP,-47.79106291848945,-21.140244843952534
14076,SP,-47.78619523041458,-21.156700327270222
14077,SP,-47.781467467367754,-21.12103155137743
14078,SP,-47.76651818751376,-21.14049592228316
14079,SP,-47.745779042280645,-21.13412286466589
14080,SP,-47.80275271383767,-21.154639915189836
14085,SP,-47.797969175658075,-21.165898166464302
14090,SP,-47.78842912306862,-21.179893192109983
14091,SP,-47.78790131270502,-21.19012799690352
14092,SP,-47.76782007545163,-21.177709840485356
14093,SP,-47.74337493709183,-21.177891257048426
14094,SP,-47.817878695442126,-21.252494863546485
14095,SP,-47.76791416876063,-21.191022995550163
14096,SP,-47.7779524735565,-21.20131082333704
14097,SP,-47.740970494342214,-21.209703260011455
14098,SP,-47.76840018908949,-21.223349032851434
14110,SP,-47.8152907655656,-21.254547608936228
14115,SP,-48.030235561553184,-21.49647901357738
14120,SP,-47.97706610477948,-21.23981310767113
14140,SP,-47.737352556997614,-21.339319962321323
14141,SP,-47.7284929574178,-21.34307743522916
14150,SP,-47.60162092584304,-21.208159120071993
14151,SP,-47.59524632717783,-21.19755833761655
14160,SP,-47.98924445538586,-21.13723780944055
14161,SP,-47.99894978594183,-21.126001225542073
14164,SP,-47.99369635982957,-21.119157955383585
14165,SP,-47.987587620408725,-21.11700259937824
14166,SP,-47.98156097252699,-21.131057467396257
14169,SP,-47.97348125378793,-21.140824703538467
14170,SP,-47.99691269940313,-21.142567251986407
14171,SP,-47.98716132384969,-21.15214207026132
14173,SP,-47.98987074079698,-21.171740317568815
14175,SP,-48.00201605768767,-21.15271413273216
14176,SP,-48.016841943376996,-21.147789255549956
14177,SP,-48.013678284058315,-21.12951380196119
14178,SP,-48.024031224194275,-21.11476151429044
14179,SP,-47.9009602348426,-21.07509580470384
14180,SP,-48.03716928656765,-21.0264930112105
14185,SP,-45.43053856476267,-17.656446079679004
14200,SP,-47.5616924463303,-21.47477575872919
14210,SP,-47.701861968009545,-21.55425425078896
14220,SP,-47.79056496834792,-21.23845783542035
14230,SP,-47.564034300996234,-21.311947524606836
14240,SP,-47.30547622191414,-21.27443256482517
14250,SP,-47.30521495086767,-21.525339910025174
14260,SP,-47.16825995372357,-21.281131700398976
14270,SP,-47.36865063485143,-21.48348869998301
14300,SP,-47.585039751459725,-20.892832077005902
14305,SP,-47.57430515205115,-20.88373048265745
14307,SP,-47.57950783591457,-20.899298609572817
14312,SP,-47.574216767527176,-20.916468353698388
14315,SP,-47.59026582347454,-20.897753508287284
14340,SP,-47.654618703557226,-20.988926911431513
14350,SP,-47.37739709707741,-21.02118500746342
14390,SP,-47.12564916167219,-21.24732242379185
14400,SP,-47.40138054689607,-20.538924680582515
14401,SP,-47.38740999652929,-20.528619284338824
14402,SP,-47.364272201308715,-20.523653408304654
14403,SP,-47.387359118805556,-20.553623627436437
14404,SP,-47.379732796760294,-20.580646788082646
14405,SP,-47.411109783856105,-20.528759136177378
14406,SP,-47.433583875541835,-20.53661375955687
14407,SP,-47.41843378590997,-20.496250765485655
14408,SP,-47.43727952189644,-20.512749182210147
14409,SP,-47.396929485900976,-20.498488755380297
14410,SP,-47.371575129289724,-20.50254643800905
14412,SP,-47.36041658972938,-20.55227391883551
14415,SP,-47.28110045998544,-20.644424619529307
14420,SP,-47.22012280676011,-20.642315264123
14430,SP,-47.481953337818545,-20.602709545913164
14440,SP,-47.641702312370604,-20.593546852706787
14445,SP,-47.5884719561239,-20.460491869878396
14450,SP,-47.59088430465742,-20.30830740964237
14460,SP,-47.417913133000404,-20.40795415206762
14470,SP,-47.476741704155444,-20.248446312480418
14490,SP,-47.42466662704398,-20.079712422710767
14500,SP,-47.789388483167954,-20.33141443592605
14505,SP,-47.8721832207391,-20.246259438280948
14530,SP,-48.02780172057328,-20.182732189905014
14540,SP,-47.75051449522856,-20.04272970102337
14550,SP,-47.79068484733614,-20.092201099659754
14570,SP,-47.70999403830061,-20.19351660532341
14580,SP,-47.82416381617847,-20.43217689916522
14590,SP,-46.54829611125291,-23.525594703874056
14600,SP,-47.863693188164746,-20.585751390105457
14610,SP,-48.01402332006467,-20.445531132262545
14620,SP,-47.87953500680893,-20.716823599737285
14640,SP,-48.05514852208202,-20.72828330325555
14660,SP,-47.84072787580174,-20.767627103434553
14670,SP,-47.752326415093854,-20.72929875103183
14680,SP,-47.77320119312101,-21.025578170979756
14690,SP,-47.74812309280651,-21.05797921103472
14700,SP,-48.48676807305711,-20.946079843310812
14701,SP,-48.487843704692665,-20.95103738459914
14702,SP,-48.47092693334578,-20.962566712036743
14704,SP,-48.490328871114286,-20.96230113884257
14706,SP,-48.50067941580829,-20.939781253512464
14707,SP,-48.49239057643878,-20.933444547251106
14708,SP,-48.497189268235374,-20.921194883899904
14709,SP,-48.49059077246631,-20.924599508487425
14710,SP,-48.471234611880305,-20.929983469424727
14711,SP,-48.464464703670735,-20.94337742576321
14713,SP,-48.45576867859325,-20.923029588245832
14715,SP,-48.47684847409289,-21.051913898929598
14716,SP,-48.64609179709043,-21.015655870911235
14718,SP,-48.54676717524853,-20.997725516862108
14720,SP,-48.448628768247815,-21.12467337567158
14725,SP,-48.510864977366786,-21.143847427879898
14730,SP,-48.64248793800183,-20.90649544090401
14733,SP,-48.64331354527653,-20.90566627539369
14735,SP,-48.807385189974895,-20.80877790459578
14740,SP,-48.29333486279983,-20.86821386988414
14745,SP,-48.33040622959039,-20.788691699998115
14750,SP,-48.219255640094126,-21.00987455542997
14760,SP,-47.01635693205662,-19.886870655426726
14765,SP,-48.41284118068574,-21.07286714179686
14770,SP,-48.53525462335842,-20.71615282762481
14775,SP,-48.41446863531482,-20.69071637638149
14780,SP,-48.57186491314685,-20.556279636011343
14781,SP,-48.55891073056784,-20.53893016309683
14783,SP,-48.571539394430474,-20.57143912401166
14784,SP,-48.557940763421726,-20.57822759538431
14785,SP,-48.58684851057927,-20.57391249509812
14786,SP,-48.60211611196131,-20.5461908652522
14787,SP,-48.57749612948999,-20.54229496435328
14789,SP,-48.76359025904763,-20.61491237606474
14790,SP,-48.320131288780836,-20.3249901235719
14795,SP,-48.687257113900706,-20.180862628870056
14800,SP,-48.18222241540426,-21.805778579166546
14801,SP,-48.185502465188435,-21.790782716262665
14802,SP,-48.18022222658397,-21.772225708483823
14803,SP,-48.205259611524006,-21.80269733608869
14804,SP,-48.19822719379917,-21.76715857542242
14805,SP,-48.186046468398914,-21.748456970942197
14806,SP,-48.15881579410835,-21.751257937325867
14807,SP,-48.16063426334249,-21.804400431472423
14808,SP,-48.14485939614036,-21.82152967191702
14809,SP,-48.152051736598544,-21.742191931054027
14810,SP,-48.15914226625744,-21.78007637120952
14811,SP,-48.14382108750103,-21.781324254660284
14813,SP,-48.49271330498367,-21.838425033908386
14815,SP,-48.00218930682391,-21.95050313682301
14820,SP,-48.1099398816381,-21.733215089379517
14825,SP,-48.08393415431261,-21.686660044231303
14830,SP,-48.075012156404924,-21.586649473204947
14835,SP,-48.15053355851478,-21.50979127631984
14840,SP,-48.22960077888057,-21.36350170979939
14850,SP,-48.07391298482993,-21.35993680296325
14860,SP,-48.15620878829506,-21.190885638654144
14870,SP,-48.32096387334476,-21.25717364466399
14871,SP,-48.33003525718093,-21.26692465857004
14875,SP,-48.33863013887338,-21.25239311964601
14876,SP,-48.33482430173587,-21.242128682088282
14882,SP,-48.31790069625641,-21.24564991547182
14883,SP,-48.30893828156516,-21.246173701880668
14884,SP,-48.24141575536108,-21.235763204058085
14887,SP,-48.30695136487191,-21.261305139468313
14890,SP,-48.318997514147284,-21.272675104819047
14892,SP,-48.37745768732885,-21.16489006247485
14896,SP,-48.264098595513,-21.289448017629848
14900,SP,-48.8110842558583,-21.59434057175033
14904,SP,-48.689578991750274,-21.516895313890856
14907,SP,-48.78737039593602,-21.446557199012133
14910,SP,-48.687600901117015,-21.73706314242179
14915,SP,-51.34678099570595,-11.385679019554889
14920,SP,-48.56577873780284,-21.780472771981888
14930,SP,-48.39018235164461,-21.993673857269386
14935,SP,-48.338877795076094,-22.039168711574966
14940,SP,-48.82974353343716,-21.75732063771276
14955,SP,-49.074917989060566,-21.620786398855515
14960,SP,-49.222216847438304,-21.4696009553403
14980,SP,-49.499887625923535,-21.342211165541023
14990,SP,-49.40931193941115,-21.279643359261573
15010,SP,-49.381710860149255,-20.813216120413106
15013,SP,-49.330518437758904,-20.82895270664262
15014,SP,-49.377346362257235,-20.818959233813953
15015,SP,-49.37902791741088,-20.819120747840632
15020,SP,-49.40268507758171,-20.819922000686653
15025,SP,-49.389164535249215,-20.80670693101839
15030,SP,-49.387674445122684,-20.79658993282142
15035,SP,-49.41503971342322,-20.812707494451537
15038,SP,-49.37834630897107,-20.827014495204754
15040,SP,-49.415358231664605,-20.79961525852297
15041,SP,-49.41826248454062,-20.790373567376047
15042,SP,-49.43261033324034,-20.79157798830514
15043,SP,-49.399434370964265,-20.787124688836585
15044,SP,-49.41813873526018,-20.781096813753173
15045,SP,-49.393726925971635,-20.778587361820207
15046,SP,-49.36411121795177,-20.77686359976854
15047,SP,-49.40465258817587,-20.763965400094694
15048,SP,-49.4744638045336,-20.84258174853919
15050,SP,-49.372499363338534,-20.789580398110378
15051,SP,-49.37011631689223,-20.790876797535187
15052,SP,-49.364295130044944,-20.762171380404617
15053,SP,-49.36534594963242,-20.77738504216889
15054,SP,-49.359327111273025,-20.786662976699212
15055,SP,-49.36508132014008,-20.794068968967025
15056,SP,-49.34091811517656,-20.77416528575765
15057,SP,-49.343258784299024,-20.791868178904714
15060,SP,-49.367616790668976,-20.80159869180455
15061,SP,-49.34854545859981,-20.81036071079141
15062,SP,-49.33893871886974,-20.83040639322453
15063,SP,-49.33790736553012,-20.812008379283643
15064,SP,-49.286034069464606,-20.787978738987974
15070,SP,-49.362320118486714,-20.818007214067112
15075,SP,-49.352930673334,-20.821610965392814
15076,SP,-49.353344803737485,-20.83204463656363
15077,SP,-49.33805138872994,-20.851486476148338
15080,SP,-49.369679601017765,-20.831212457088878
15081,SP,-49.362630067187155,-20.84479469089261
15082,SP,-49.36767683050487,-20.848577735716233
15084,SP,-49.37839232423516,-20.829837811853242
15085,SP,-49.38807095699605,-20.83620882180299
15086,SP,-49.382028741479964,-20.843016404451195
15090,SP,-49.3946921589828,-20.835495182619816
15091,SP,-49.403182574292394,-20.837070446360393
15092,SP,-49.41325557086348,-20.83623241741852
15093,SP,-49.410999511658055,-20.855380218943672
15102,SP,-49.11292374783641,-20.699944428249296
15104,SP,-49.08430934969867,-20.92140984852471
15105,SP,-49.37615780505847,-21.045033707741553
15108,SP,-49.38823402308193,-20.659883297455895
15110,SP,-49.224623059021205,-20.79454306878388
15115,SP,-49.45081883954137,-20.91711533777068
15120,SP,-49.631101809394146,-20.843958221870825
15130,SP,-49.50692752488179,-20.814771998995393
15131,SP,-49.52890704878265,-20.811510502211757
15132,SP,-49.51608742477395,-20.810570617660176
15133,SP,-49.49759677809117,-20.804897510340545
15135,SP,-49.50856480945891,-20.81387083029058
15137,SP,-49.492487237585365,-20.821706801126325
15138,SP,-49.50078306288989,-20.82504118845155
15140,SP,-49.58219749414946,-20.73716391788846
15145,SP,-49.46512514533734,-20.611899475231173
15150,SP,-49.711833620552895,-20.770002235308883
15154,SP,-49.689783118793244,-20.68326474868028
15155,SP,-49.57192076295022,-20.884709308834225
15160,SP,-49.81418240130234,-20.784966444923445
